Report Number,Supplemental Number,Accident Date/Time,Operator ID,Pipeline Location,Pipeline Type,Liquid Type,Accident State,Cause Category,Cause Subcategory,Net Loss (Barrels),Shutdown Date/Time,All Costs
20140171,20194,4/1/2014 1:30 PM,2190,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,115
20140175,21013,4/2/2014 4:00 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,OK,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,5.0,4/2/2014 16:00,32500
20140174,19725,4/2/2014 4:30 PM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.0,4/2/2014 16:30,7288
20140157,19286,4/3/2014 7:30 AM,31684,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IL,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.19,,5533
20140176,19683,4/3/2014 10:00 AM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NY,NATURAL FORCE DAMAGE,TEMPERATURE,0.12,,24250
20140173,19380,4/4/2014 5:00 PM,12470,ONSHORE,TANK,CRUDE OIL,TN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,20798
20140169,19331,4/5/2014 7:00 AM,1960,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,,1100
20140177,20359,4/5/2014 10:00 AM,30782,ONSHORE,UNDERGROUND,CRUDE OIL,LA,ALL OTHER CAUSES,MISCELLANEOUS,2.0,,600200
20140179,19367,4/8/2014 7:15 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,4/10/2014 13:00,24090
20140178,20164,4/8/2014 9:45 AM,22855,ONSHORE,UNDERGROUND,CRUDE OIL,MN,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.02,,1327126
20140197,20217,4/8/2014 10:25 AM,15156,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MO,CORROSION,EXTERNAL,80.0,4/8/2014 10:31,223064
20140180,19360,4/8/2014 11:44 AM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,19785
20140172,19337,4/8/2014 6:00 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,CORROSION,EXTERNAL,0.0,,18101
20140181,19368,4/9/2014 7:30 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,4/9/2014 7:35,48400
20140183,20008,4/11/2014 8:45 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/11/2014 18:15,3400
20140182,19372,4/11/2014 2:00 PM,39080,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,,897
20140186,19384,4/14/2014 8:30 AM,10250,ONSHORE,UNDERGROUND,CRUDE OIL,PA,CORROSION,EXTERNAL,0.1,,250000
20140187,21839,4/14/2014 3:24 PM,300,ONSHORE,TANK,CRUDE OIL,NM,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,4/14/2014 15:25,165031
20140191,20736,4/15/2014 11:05 PM,31957,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,173.0,4/15/2014 23:05,247985
20140192,19393,4/16/2014 10:31 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,,10142
20140184,21592,4/16/2014 12:15 PM,1845,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OH,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.26,4/16/2014 8:00,149351
20140190,19390,4/16/2014 11:45 PM,11169,ONSHORE,ABOVEGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/16/2014 23:45,19043
20140193,20648,4/17/2014 9:49 AM,31618,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,ALL OTHER CAUSES,MISCELLANEOUS,0.01,,0
20140188,19582,4/18/2014 2:07 PM,12470,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,4/18/2014 14:07,4501
20140195,20537,4/22/2014 1:34 AM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/22/2014 1:34,2120
20140189,19487,4/22/2014 11:00 AM,31174,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,20000
20140200,19935,4/23/2014 9:12 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,4/23/2014 21:12,37100
20140204,19548,4/24/2014 8:15 AM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,3.0,4/24/2014 8:25,34140
20140196,19643,4/24/2014 10:00 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.1,4/24/2014 10:05,30296
20140201,19783,4/25/2014 8:00 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/25/2014 8:00,75558
20140207,20055,4/25/2014 8:40 AM,1845,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,2650
20140198,19586,4/25/2014 10:00 AM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,,15719
20140202,20024,4/25/2014 10:45 AM,11551,ONSHORE,UNDERGROUND,CRUDE OIL,LA,CORROSION,INTERNAL,177.0,4/25/2014 10:45,3341545
20160370,21833,4/25/2014 2:45 PM,32537,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,EXTERNAL,1.0,,957
20140194,19793,4/25/2014 8:30 PM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,15050
20140203,20012,4/26/2014 6:15 AM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,2015
20140199,20000,4/26/2014 8:43 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0.0,4/26/2014 8:43,103500
20140205,19411,4/26/2014 12:00 PM,11032,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IL,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0.05,4/26/2014 12:00,100500
20140206,19412,4/27/2014 1:45 PM,32011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,,850
20140210,19417,4/29/2014 6:55 AM,32011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,,1370
20140211,19418,4/29/2014 8:30 AM,12634,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,4.5,,45500
20140214,19424,4/30/2014 3:32 AM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/30/2014 3:32,1505
20140208,19547,4/30/2014 6:00 AM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,4/30/2014 6:05,1100
20140185,19999,4/30/2014 12:45 PM,20160,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",7.0,4/30/2014 13:10,48687
20140213,19865,5/1/2014 6:40 AM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,5/1/2014 7:30,290
20140218,20506,5/1/2014 8:25 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,70000
20140209,20395,5/1/2014 1:00 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,INCORRECT OPERATION,INCORRECT INSTALLATION,176.0,5/1/2014 13:00,7780
20140217,20010,5/1/2014 1:00 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,,1400
20140216,20176,5/2/2014 7:20 AM,31555,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2066.0,5/2/2014 7:20,11610
20140212,19666,5/2/2014 8:30 AM,26041,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.01,,1201000
20140215,19810,5/2/2014 4:00 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,2020
20140220,19439,5/4/2014 9:45 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,5/4/2014 9:47,4050
20140222,20791,5/6/2014 11:18 AM,31957,ONSHORE,UNDERGROUND,CRUDE OIL,TX,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,3.0,5/6/2014 11:18,60000
20140225,20390,5/6/2014 3:29 PM,15156,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0.0,5/6/2014 15:29,849910
20140219,19703,5/6/2014 4:12 PM,9175,ONSHORE,ABOVEGROUND,CRUDE OIL,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.8,5/6/2014 16:31,14955
20140224,19451,5/7/2014 5:30 AM,32011,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,103668
20140221,19921,5/7/2014 4:15 PM,39104,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,EXTERNAL,445.27,5/7/2014 19:23,1470000
20140227,20257,5/11/2014 4:30 PM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,1020
20140223,20626,5/12/2014 6:16 AM,39047,OFFSHORE,,CRUDE OIL,,CORROSION,EXTERNAL,0.1,5/12/2014 6:30,1450000
20140226,19578,5/12/2014 1:18 PM,15674,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SC,INCORRECT OPERATION,INCORRECT INSTALLATION,445.0,5/12/2014 13:18,1170300
20140229,19481,5/13/2014 5:50 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,MS,CORROSION,INTERNAL,0.0,5/13/2014 5:59,14204
20140230,19468,5/13/2014 1:00 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,5629
20140232,19961,5/14/2014 8:00 AM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,60380
20140231,19906,5/15/2014 12:13 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,5/15/2014 0:35,3089580
20140235,20355,5/18/2014 9:50 AM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,4625
20140233,21658,5/18/2014 1:30 PM,31045,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,5/18/2014 13:32,95704
20160371,21834,5/19/2014 9:50 AM,32537,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,EXTERNAL,1.0,,950
20140237,19774,5/20/2014 9:30 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,2.0,5/20/2014 9:30,47198
20140241,19495,5/20/2014 12:38 PM,300,ONSHORE,UNDERGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,4623
20140234,20522,5/20/2014 1:49 PM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,5/20/2014 13:49,7487000
20140240,19522,5/21/2014 9:43 AM,31618,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,17300
20140243,19607,5/22/2014 5:50 PM,879,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,389.0,,200000
20140247,19594,5/24/2014 11:44 AM,32011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,787.0,,3041250
20140244,20314,5/24/2014 5:27 PM,2731,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,5/24/2014 17:36,355100
20140246,19506,5/25/2014 8:20 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,40.0,5/25/2014 11:20,47300
20140248,20494,5/26/2014 6:25 PM,12628,ONSHORE,ABOVEGROUND,CRUDE OIL,AR,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,5050
20140236,19482,5/27/2014 9:00 AM,32407,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,14100
20140228,19514,5/28/2014 9:00 AM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,,5000
20140245,20152,5/28/2014 2:35 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NC,CORROSION,INTERNAL,0.0,,482000
20140252,19918,5/28/2014 3:30 PM,31189,ONSHORE,UNDERGROUND,CRUDE OIL,MO,CORROSION,EXTERNAL,0.0,,4580
20140242,19869,5/28/2014 7:00 PM,32147,ONSHORE,TANK,CRUDE OIL,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,,207400
20140251,19661,5/29/2014 1:30 PM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,,19014
20140249,19513,5/31/2014 10:15 AM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,1000
20140238,20327,6/4/2014 1:14 PM,32147,ONSHORE,UNDERGROUND,CRUDE OIL,KY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,0
20140239,19639,6/5/2014 2:00 AM,32147,ONSHORE,UNDERGROUND,CRUDE OIL,KY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,,2210
20140250,19515,6/8/2014 5:45 PM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,,4000
20140256,20847,6/9/2014 11:41 AM,9175,ONSHORE,ABOVEGROUND,CRUDE OIL,KS,INCORRECT OPERATION,INCORRECT VALVE POSITION,10.7,,15630
20140258,20006,6/11/2014 11:19 AM,22855,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,6/11/2014 11:36,197315
20140263,19569,6/14/2014 7:08 AM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MT,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.5,6/14/2014 7:24,11688
20140261,19710,6/17/2014 9:00 AM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KS,CORROSION,INTERNAL,0.6,,17600
20140266,20557,6/18/2014 4:55 AM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.85,6/18/2014 12:31,72230
20160381,21863,6/18/2014 10:00 AM,32537,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.5,,250
20140253,19692,6/18/2014 7:55 PM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,6/18/2014 20:05,26792
20140255,19780,6/20/2014 2:55 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,6/20/2014 3:07,306
20140264,21174,6/20/2014 8:17 AM,1845,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MO,CORROSION,INTERNAL,8.6,6/20/2014 8:41,536150
20140257,19946,6/21/2014 6:40 AM,18092,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.2,,34453
20140267,19589,6/21/2014 10:30 AM,26094,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,6/21/2014 10:30,52000
20140262,19784,6/23/2014 4:10 AM,31130,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,473.0,6/23/2014 6:38,1892
20140259,19812,6/24/2014 6:30 AM,32551,ONSHORE,TANK,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,2830
20140265,21866,6/24/2014 8:10 AM,18667,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.12,6/24/2014 8:12,185525
20140260,20178,6/24/2014 9:25 AM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,13050
20140268,19714,6/25/2014 8:15 AM,32223,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,,51000
20140270,19600,6/28/2014 8:53 PM,11169,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,6/28/2014 20:53,39300
20140272,20168,6/29/2014 5:00 AM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,CORROSION,INTERNAL,298.0,6/29/2014 5:00,1565000
20140269,19728,6/30/2014 7:00 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,6/30/2014 7:30,8532
20140299,20269,6/30/2014 9:46 AM,32258,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MN,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,,146363
20140275,20693,6/30/2014 2:00 PM,30003,ONSHORE,UNDERGROUND,CRUDE OIL,TX,ALL OTHER CAUSES,MISCELLANEOUS,0.0,,0
20140274,19836,7/1/2014 9:49 AM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),TX,CORROSION,EXTERNAL,1.0,7/1/2014 10:00,16000
20140273,19623,7/1/2014 3:50 PM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",4.2,7/1/2014 15:50,36000
20140276,19620,7/3/2014 4:10 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,7/3/2014 4:10,13450
20140280,20320,7/4/2014 12:30 AM,39013,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,7/4/2014 0:35,281200
20140279,19633,7/7/2014 4:15 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,7/7/2014 16:15,21100
20140277,19860,7/8/2014 3:45 PM,26041,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,INTERNAL,0.06,,675000
20140278,19629,7/8/2014 6:10 PM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,8000
20140284,19897,7/8/2014 6:20 PM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IL,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,,225
20140283,19908,7/10/2014 1:30 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,7/10/2014 1:30,11280
20140281,19937,7/10/2014 7:00 AM,31476,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.36,,1550
20140285,20523,7/11/2014 11:34 AM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,119531
20140288,20507,7/13/2014 6:15 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,NM,CORROSION,INTERNAL,0.0,,68000
20140289,19654,7/13/2014 8:05 PM,32011,ONSHORE,TANK,CRUDE OIL,WY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,,6000
20140291,20434,7/15/2014 3:30 PM,22610,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,7/15/2014 15:30,5515
20140293,21605,7/19/2014 2:28 PM,31888,ONSHORE,TRANSITION AREA,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,200.0,7/19/2014 14:28,150441
20140294,20592,7/20/2014 8:02 AM,30781,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,7/20/2014 8:02,3434
20140296,20834,7/21/2014 2:05 PM,30826,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CO,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,7/21/2014 14:20,880000
